School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Sembawang Primary School,2018,2C,132,90,90,,0.6818181818181818
Seng Kang Primary School,2018,2C,189,54,54,,0.2857142857142857
Sengkang Green Primary School,2018,2C,54,157,54,,2.9074074074074074
Shuqun Primary School,2018,2C,91,108,91,,1.1868131868131868
Si Ling Primary School,2018,2C,144,45,45,,0.3125
Singapore Chinese Girls' Primary School,2018,2C,34,53,34,,1.5588235294117647
South View Primary School,2018,2C,20,115,20,,5.75
Springdale Primary School,2018,2C,118,135,118,,1.1440677966101696
St. Andrew's Junior School,2018,2C,53,78,53,,1.471698113207547
St. Anthony's Canossian Primary School,2018,2C,165,79,79,,0.47878787878787876
St. Anthony's Primary School,2018,2C,65,86,65,,1.323076923076923
St. Gabriel's Primary School,2018,2C,83,96,83,,1.1566265060240963
St. Hilda's Primary School,2018,2C,21,102,21,,4.857142857142857
St. Joseph's Institution Junior,2018,2C,51,84,51,,1.6470588235294117
St. Margaret's Primary School,2018,2C,90,99,90,,1.1
St. Stephen's School,2018,2C,96,77,77,,0.8020833333333334
Stamford Primary School,2018,2C,152,23,23,,0.1513157894736842
Tampines North Primary School,2018,2C,147,63,62,,0.42857142857142855
Tampines Primary School,2018,2C,107,115,107,,1.074766355140187
Tanjong Katong Primary School,2018,2C,148,91,91,,0.6148648648648649
Tao Nan School,2018,2C,44,55,44,,1.25
Teck Ghee Primary School,2018,2C,85,114,85,,1.3411764705882352
Teck Whye Primary School,2018,2C,129,33,32,,0.2558139534883721
Telok Kurau Primary School,2018,2C,165,78,78,,0.4727272727272727
Temasek Primary School,2018,2C,35,81,35,,2.3142857142857145
Townsville Primary School,2018,2C,158,39,39,,0.2468354430379747
Unity Primary School,2018,2C,107,84,84,,0.7850467289719626
Waterway Primary School,2018,2C,243,196,196,,0.8065843621399177
Wellington Primary School,2018,2C,163,99,99,,0.6073619631901841
West Grove Primary School,2018,2C,79,92,79,,1.1645569620253164
West Spring Primary School,2018,2C,89,116,89,,1.303370786516854
West View Primary School,2018,2C,171,42,42,,0.24561403508771928
Westwood Primary School,2018,2C,60,108,60,,1.8
White Sands Primary School,2018,2C,47,59,47,,1.2553191489361701
Woodgrove Primary School,2018,2C,80,91,80,,1.1375
Woodlands Primary School,2018,2C,67,84,67,,1.2537313432835822
Woodlands Ring Primary School,2018,2C,143,64,64,,0.44755244755244755
Xinghua Primary School,2018,2C,185,45,45,,0.24324324324324326
Xingnan Primary School,2018,2C,73,78,73,,1.0684931506849316
Xinmin Primary School,2018,2C,57,82,57,,1.4385964912280702
Xishan Primary School,2018,2C,164,46,46,,0.2804878048780488
Yangzheng Primary School,2018,2C,33,83,33,,2.515151515151515
Yew Tee Primary School,2018,2C,129,62,62,,0.4806201550387597
Yio Chu Kang Primary School,2018,2C,168,53,53,,0.31547619047619047
Yishun Primary School,2018,2C,125,69,69,,0.552
Yu Neng Primary School,2018,2C,32,46,32,,1.4375
Yuhua Primary School,2018,2C,155,40,40,,0.25806451612903225
Yumin Primary School,2018,2C,77,55,54,,0.7142857142857143
Zhangde Primary School,2018,2C,100,109,100,,1.09
Zhenghua Primary School,2018,2C,126,62,61,,0.49206349206349204
Zhonghua Primary School,2018,2C,143,27,27,,0.1888111888111888
Admiralty Primary School,2019,2C,61,86,61,SC<1,1.4098360655737705
Ahmad Ibrahim Primary School,2019,2C,183,32,32,,0.17486338797814208
Ai Tong School,2019,2C,30,55,30,SC<1,1.8333333333333333
Alexandra Primary School,2019,2C,103,127,103,SC<1,1.233009708737864
Anchor Green Primary School,2019,2C,151,66,66,,0.4370860927152318
Anderson Primary School,2019,2C,69,88,69,SC<2#,1.2753623188405796
Ang Mo Kio Primary School,2019,2C,89,45,45,,0.5056179775280899
Anglo-Chinese School (Junior),2019,2C,46,60,46,SC<1,1.3043478260869565
Anglo-Chinese School (Primary),2019,2C,27,42,27,SC<1,1.5555555555555556
Angsana Primary School,2019,2C,85,9,9,,0.10588235294117647
Beacon Primary School,2019,2C,143,58,58,,0.40559440559440557
Bedok Green Primary School,2019,2C,149,52,52,,0.348993288590604
Bendemeer Primary School,2019,2C,113,63,63,,0.5575221238938053
Blangah Rise Primary School,2019,2C,71,19,19,,0.2676056338028169
Boon Lay Garden Primary School,2019,2C,181,33,33,,0.18232044198895028
Bukit Panjang Primary School,2019,2C,70,87,70,SC1-2,1.2428571428571429
Bukit Timah Primary School,2019,2C,132,85,85,,0.6439393939393939
Bukit View Primary School,2019,2C,122,24,24,,0.19672131147540983
Canberra Primary School,2019,2C,54,89,54,SC<1,1.6481481481481481
Canossa Catholic Primary School,2019,2C,79,39,39,,0.4936708860759494
Cantonment Primary School,2019,2C,115,80,80,,0.6956521739130435
Casuarina Primary School,2019,2C,96,51,51,,0.53125
Catholic High School (Primary),2019,2C,21,46,21,SC<1,2.1904761904761907
Cedar Primary School,2019,2C,166,31,31,,0.18674698795180722
Changkat Primary School,2019,2C,91,50,50,,0.5494505494505495
CHIJ (Katong) Primary,2019,2C,112,40,40,,0.35714285714285715
CHIJ (Kellock),2019,2C,104,103,103,,0.9903846153846154
CHIJ Our Lady of Good Counsel,2019,2C,83,76,76,,0.9156626506024096
CHIJ Our Lady of the Nativity,2019,2C,114,119,114,PR<1,1.043859649122807
CHIJ Our Lady Queen of Peace,2019,2C,113,76,76,,0.672566371681416
CHIJ Primary (Toa Payoh),2019,2C,43,63,43,SC<1,1.4651162790697674
CHIJ St. Nicholas Girls' School,2019,2C,22,44,22,SC<1,2.0
Chongfu School,2019,2C,51,144,51,SC<1,2.823529411764706
Chongzheng Primary School,2019,2C,69,79,69,SC1-2,1.144927536231884
Chua Chu Kang Primary School,2019,2C,124,131,124,SC<1,1.0564516129032258
Clementi Primary School,2019,2C,151,104,104,,0.6887417218543046
Compassvale Primary School,2019,2C,130,153,130,SC>2,1.176923076923077
Concord Primary School,2019,2C,138,129,129,,0.9347826086956522
Corporation Primary School,2019,2C,127,58,58,,0.4566929133858268
Damai Primary School,2019,2C,112,37,37,,0.33035714285714285
Dazhong Primary School,2019,2C,101,36,36,,0.3564356435643564
De La Salle School,2019,2C,109,118,109,PR<1,1.0825688073394495
East Spring Primary School,2019,2C,85,53,53,,0.6235294117647059
Edgefield Primary School,2019,2C,136,69,69,,0.5073529411764706
Elias Park Primary School,2019,2C,105,116,105,PR<1,1.1047619047619048
Endeavour Primary School,2019,2C,133,91,91,,0.6842105263157895
Eunos Primary School,2019,2C,52,13,13,,0.25
Evergreen Primary School,2019,2C,81,81,81,,1.0
Fairfield Methodist School (Primary),2019,2C,34,41,34,SC<1,1.2058823529411764
Farrer Park Primary School,2019,2C,113,32,32,,0.2831858407079646
Fengshan Primary School,2019,2C,93,99,93,PR<1,1.064516129032258
Fern Green Primary School,2019,2C,164,157,157,,0.9573170731707317
Fernvale Primary School,2019,2C,133,79,79,,0.5939849624060151
First Toa Payoh Primary School,2019,2C,101,16,16,,0.15841584158415842
Frontier Primary School,2019,2C,59,63,59,SC1-2,1.0677966101694916
Fuchun Primary School,2019,2C,144,52,52,,0.3611111111111111
Fuhua Primary School,2019,2C,104,53,53,,0.5096153846153846
Gan Eng Seng Primary School,2019,2C,132,36,36,,0.2727272727272727
Geylang Methodist School (Primary),2019,2C,150,108,108,,0.72
Gongshang Primary School,2019,2C,65,69,65,SC<1,1.0615384615384615
Greendale Primary School,2019,2C,211,36,36,,0.17061611374407584
Greenridge Primary School,2019,2C,131,75,75,,0.5725190839694656
Greenwood Primary School,2019,2C,117,116,116,,0.9914529914529915
Guangyang Primary School,2019,2C,92,15,15,,0.16304347826086957
Haig Girls' School,2019,2C,96,93,93,,0.96875
Henry Park Primary School,2019,2C,40,53,40,SC<1,1.325
Holy Innocents' Primary School,2019,2C,47,72,47,SC<1,1.5319148936170213
Hong Wen School,2019,2C,64,116,64,SC<1,1.8125
Horizon Primary School,2019,2C,165,168,165,PR<1,1.018181818181818
Hougang Primary School,2019,2C,100,115,100,SC<1,1.15
Huamin Primary School,2019,2C,109,138,109,SC<1,1.2660550458715596
Innova Primary School,2019,2C,59,80,59,SC<1#,1.3559322033898304
Jiemin Primary School,2019,2C,85,84,84,,0.9882352941176471
Jing Shan Primary School,2019,2C,71,59,59,,0.8309859154929577
Junyuan Primary School,2019,2C,51,55,51,PR<1,1.0784313725490196
Jurong Primary School,2019,2C,66,69,66,PR<1,1.0454545454545454
Jurong West Primary School,2019,2C,80,87,80,SC1-2,1.0875
Juying Primary School,2019,2C,66,10,10,,0.15151515151515152
Keming Primary School,2019,2C,68,135,68,SC<1,1.9852941176470589
Kheng Cheng School,2019,2C,150,129,129,,0.86
Kong Hwa School,2019,2C,61,79,61,SC<1,1.2950819672131149
Kranji Primary School,2019,2C,122,21,21,,0.1721311475409836
Kuo Chuan Presbyterian Primary School,2019,2C,55,73,55,SC1-2,1.3272727272727274
Lakeside Primary School,2019,2C,127,147,127,SC>2,1.1574803149606299
Lianhua Primary School,2019,2C,135,30,30,,0.2222222222222222
Maha Bodhi School,2019,2C,60,64,60,SC1-2,1.0666666666666667
Maris Stella High School,2019,2C,57,66,57,SC<1,1.1578947368421053
Marsiling Primary School,2019,2C,107,69,69,,0.6448598130841121
Marymount Convent School,2019,2C,156,66,66,,0.4230769230769231
Mayflower Primary School,2019,2C,126,43,43,,0.3412698412698413
Mee Toh School,2019,2C,133,199,133,SC<1,1.4962406015037595
Meridian Primary School,2019,2C,124,22,22,,0.1774193548387097
Methodist Girls' School (Primary),2019,2C,21,32,21,SC<1,1.5238095238095237
Montfort Junior School,2019,2C,87,45,45,,0.5172413793103449
Nan Chiau Primary School,2019,2C,61,235,61,SC<1,3.8524590163934427
Nan Hua Primary School,2019,2C,20,96,20,SC<1,4.8
Nanyang Primary School,2019,2C,21,37,21,SC<1,1.7619047619047619
Naval Base Primary School,2019,2C,146,112,112,,0.7671232876712328
New Town Primary School,2019,2C,165,26,26,,0.15757575757575756
Ngee Ann Primary School,2019,2C,118,108,108,,0.9152542372881356
North Spring Primary School,2019,2C,134,56,56,,0.417910447761194
North View Primary School,2019,2C,87,90,87,PR<1,1.0344827586206897
North Vista Primary School,2019,2C,158,56,56,,0.35443037974683544
Northland Primary School,2019,2C,83,243,83,SC<1,2.927710843373494
Northoaks Primary School,2019,2C,185,26,26,,0.14054054054054055
Oasis Primary School,2019,2C,114,115,114,SC#,1.0087719298245614
Opera Estate Primary School,2019,2C,75,91,75,PR>2,1.2133333333333334
Palm View Primary School,2019,2C,143,97,97,,0.6783216783216783
Park View Primary School,2019,2C,103,61,61,,0.5922330097087378
Pasir Ris Primary School,2019,2C,45,58,45,SC<1,1.288888888888889
Paya Lebar Methodist Girls' School (Primary),2019,2C,88,108,88,SC1-2,1.2272727272727273
Pei Chun Public School,2019,2C,33,64,33,SC<1,1.9393939393939394
Pei Hwa Presbyterian Primary School,2019,2C,21,51,21,SC<1,2.4285714285714284
Pei Tong Primary School,2019,2C,169,36,36,,0.21301775147928995
Peiying Primary School,2019,2C,115,41,41,,0.3565217391304348
Pioneer Primary School,2019,2C,131,19,19,,0.1450381679389313
Poi Ching School,2019,2C,115,150,115,SC<1,1.3043478260869565
Princess Elizabeth Primary School,2019,2C,82,205,82,SC<1,2.5
Punggol Cove Primary School,2019,2C,123,110,110,,0.8943089430894309
Punggol Green Primary School,2019,2C,51,147,51,SC<1,2.8823529411764706
Punggol Primary School,2019,2C,125,141,125,SC1-2,1.128
Punggol View Primary School,2019,2C,121,105,105,,0.8677685950413223
Qifa Primary School,2019,2C,120,126,120,PR<1,1.05
Qihua Primary School,2019,2C,95,67,67,,0.7052631578947368
Queenstown Primary School,2019,2C,121,132,121,SC>2,1.0909090909090908
Radin Mas Primary School,2019,2C,52,86,52,SC<1,1.6538461538461537
Raffles Girls' Primary School,2019,2C,123,172,123,SC>2,1.3983739837398375
Red Swastika School,2019,2C,33,59,33,SC<1,1.7878787878787878
River Valley Primary School,2019,2C,48,60,48,SC<1,1.25
Riverside Primary School,2019,2C,46,87,46,SC<1,1.891304347826087
Rivervale Primary School,2019,2C,107,115,107,SC<1,1.074766355140187
Rosyth School,2019,2C,20,76,20,SC<1,3.8
Rulang Primary School,2019,2C,24,84,24,SC<1,3.5
Sembawang Primary School,2019,2C,109,93,93,,0.8532110091743119
Seng Kang Primary School,2019,2C,173,52,52,,0.30057803468208094
Sengkang Green Primary School,2019,2C,70,147,70,SC<1,2.1
Shuqun Primary School,2019,2C,41,77,41,SC<1,1.8780487804878048
Si Ling Primary School,2019,2C,108,34,34,,0.3148148148148148
Singapore Chinese Girls' Primary School,2019,2C,37,48,37,SC<1,1.2972972972972974
South View Primary School,2019,2C,52,154,52,SC<1,2.9615384615384617
Springdale Primary School,2019,2C,107,106,106,,0.9906542056074766
St. Andrew's Junior School,2019,2C,68,104,68,SC1-2,1.5294117647058822
St. Anthony's Canossian Primary School,2019,2C,148,61,61,,0.41216216216216217
St. Anthony's Primary School,2019,2C,74,87,74,SC1-2,1.1756756756756757
St. Gabriel's Primary School,2019,2C,71,63,63,,0.8873239436619719
St. Hilda's Primary School,2019,2C,68,110,68,SC<1,1.6176470588235294
St. Joseph's Institution Junior,2019,2C,62,89,62,SC1-2,1.435483870967742
St. Margaret's Primary School,2019,2C,108,82,82,,0.7592592592592593
St. Stephen's School,2019,2C,126,68,68,,0.5396825396825397
Stamford Primary School,2019,2C,124,29,29,,0.23387096774193547
Tampines North Primary School,2019,2C,141,76,76,,0.5390070921985816
Tampines Primary School,2019,2C,90,94,90,PR1-2,1.0444444444444445
Tanjong Katong Primary School,2019,2C,95,107,95,PR<1#,1.1263157894736842
Tao Nan School,2019,2C,36,62,36,SC<1,1.7222222222222223
Teck Ghee Primary School,2019,2C,83,86,83,PR<1#,1.036144578313253
Teck Whye Primary School,2019,2C,146,14,14,,0.0958904109589041
Telok Kurau Primary School,2019,2C,134,63,63,,0.4701492537313433
Temasek Primary School,2019,2C,21,55,21,SC<1,2.619047619047619
Townsville Primary School,2019,2C,114,43,43,,0.37719298245614036
Unity Primary School,2019,2C,108,61,61,,0.5648148148148148
Waterway Primary School,2019,2C,165,140,140,,0.8484848484848485
Wellington Primary School,2019,2C,170,131,131,,0.7705882352941177
West Grove Primary School,2019,2C,63,74,63,SC<2#,1.1746031746031746
West Spring Primary School,2019,2C,31,105,31,SC<1,3.3870967741935485
West View Primary School,2019,2C,127,53,53,,0.41732283464566927
Westwood Primary School,2019,2C,47,80,47,SC<1,1.702127659574468
White Sands Primary School,2019,2C,61,84,61,SC1-2,1.3770491803278688
Woodgrove Primary School,2019,2C,76,94,76,SC1-2,1.236842105263158
Woodlands Primary School,2019,2C,74,80,74,SC1-2,1.0810810810810811
Woodlands Ring Primary School,2019,2C,119,85,85,,0.7142857142857143
Xinghua Primary School,2019,2C,126,36,36,,0.2857142857142857
Xingnan Primary School,2019,2C,72,63,63,,0.875
Xinmin Primary School,2019,2C,85,98,85,SC>2,1.1529411764705881
Xishan Primary School,2019,2C,162,59,59,,0.36419753086419754
Yangzheng Primary School,2019,2C,78,86,78,PR<1,1.1025641025641026
Yew Tee Primary School,2019,2C,106,58,58,,0.5471698113207547
Yio Chu Kang Primary School,2019,2C,130,27,27,,0.2076923076923077
Yishun Primary School,2019,2C,111,46,46,,0.4144144144144144
Yu Neng Primary School,2019,2C,40,59,40,SC<1,1.475
Yuhua Primary School,2019,2C,130,34,34,,0.26153846153846155
Yumin Primary School,2019,2C,93,30,30,,0.3225806451612903
Zhangde Primary School,2019,2C,124,124,124,,1.0
Zhenghua Primary School,2019,2C,100,76,76,,0.76
Zhonghua Primary School,2019,2C,93,13,13,,0.13978494623655913
Valour Primary School,2019,2C,217,149,149,,0.6866359447004609
Admiralty Primary School,2020,2C,50,79,50,SC<1,1.58
Ahmad Ibrahim Primary School,2020,2C,194,31,31,,0.15979381443298968
Ai Tong School,2020,2C,20,64,20,SC<1,3.2
Alexandra Primary School,2020,2C,83,132,83,SC<1,1.5903614457831325
Anchor Green Primary School,2020,2C,101,62,62,,0.6138613861386139
Anderson Primary School,2020,2C,38,65,38,SC1-2,1.7105263157894737
Ang Mo Kio Primary School,2020,2C,143,39,39,,0.2727272727272727
Anglo-Chinese School (Junior),2020,2C,25,41,25,SC<1,1.64
Anglo-Chinese School (Primary),2020,2C,26,46,26,SC<1,1.7692307692307692
Angsana Primary School,2020,2C,205,21,21,,0.1024390243902439
Beacon Primary School,2020,2C,197,65,65,,0.3299492385786802
Bedok Green Primary School,2020,2C,154,23,23,,0.14935064935064934
Bendemeer Primary School,2020,2C,109,45,45,,0.41284403669724773
Blangah Rise Primary School,2020,2C,149,17,17,,0.11409395973154363
Boon Lay Garden Primary School,2020,2C,173,36,36,,0.20809248554913296
Bukit Panjang Primary School,2020,2C,67,85,67,SC<1,1.2686567164179106
Bukit Timah Primary School,2020,2C,145,91,91,PR>2,0.6275862068965518
Bukit View Primary School,2020,2C,176,26,26,,0.14772727272727273
Canberra Primary School,2020,2C,57,116,57,SC<1,2.0350877192982457
Canossa Catholic Primary School,2020,2C,67,59,59,,0.8805970149253731
Cantonment Primary School,2020,2C,160,44,44,,0.275
Casuarina Primary School,2020,2C,99,90,90,,0.9090909090909091
Catholic High School (Primary),2020,2C,21,47,21,SC<1,2.238095238095238
Cedar Primary School,2020,2C,175,41,41,,0.2342857142857143
Changkat Primary School,2020,2C,147,70,70,,0.47619047619047616
CHIJ (Katong) Primary,2020,2C,107,68,68,,0.6355140186915887
CHIJ (Kellock),2020,2C,109,104,104,,0.9541284403669725
CHIJ Our Lady of Good Counsel,2020,2C,87,97,87,SC>2,1.1149425287356323
CHIJ Our Lady of the Nativity,2020,2C,84,97,84,SC1-2,1.1547619047619047
CHIJ Our Lady Queen of Peace,2020,2C,108,70,70,,0.6481481481481481
CHIJ Primary (Toa Payoh),2020,2C,35,49,35,SC<1,1.4
CHIJ St. Nicholas Girls' School,2020,2C,21,49,21,SC<1,2.3333333333333335
Chongfu School,2020,2C,41,133,41,SC<1,3.2439024390243905
Chongzheng Primary School,2020,2C,33,52,33,SC<1,1.5757575757575757
Chua Chu Kang Primary School,2020,2C,98,182,98,SC<1,1.8571428571428572
Clementi Primary School,2020,2C,145,122,122,,0.8413793103448276
Compassvale Primary School,2020,2C,118,130,118,SC<1,1.1016949152542372
Concord Primary School,2020,2C,108,120,108,SC1-2,1.1111111111111112
Corporation Primary School,2020,2C,146,57,57,,0.3904109589041096
Damai Primary School,2020,2C,131,37,37,,0.2824427480916031
Dazhong Primary School,2020,2C,104,43,43,,0.41346153846153844
De La Salle School,2020,2C,104,105,104,PR>2,1.0096153846153846
East Spring Primary School,2020,2C,116,67,67,,0.5775862068965517
Edgefield Primary School,2020,2C,134,79,79,,0.5895522388059702
Elias Park Primary School,2020,2C,84,98,84,SC<1,1.1666666666666667
Endeavour Primary School,2020,2C,140,76,76,,0.5428571428571428
Eunos Primary School,2020,2C,99,25,25,,0.25252525252525254
Evergreen Primary School,2020,2C,95,91,91,,0.9578947368421052
Fairfield Methodist School (Primary),2020,2C,27,64,27,SC<1,2.3703703703703702
Farrer Park Primary School,2020,2C,136,32,32,,0.23529411764705882
